Abrahamic,Accountability,Adoption,Agency,AllScriptureCount,America,Angel,Art,Articles of Faith,Atonement,Attitude,Authority,AuthorityMentions,BYU,Balance,Baptism,Bible,Blessing,BoM,Body,Book of Mormon,Brigham Young,Brotherhood,Calling,Character,Charity,Chastity,Children,Christianity,Christmas,Church,Citizenship,Comforter,Commandments,Commitment,Communication,Compassion,Conscience,Consecration,Contention,Conversion,Courage,Covenant,Creation,Creativity,D&C,Date,DaysElapsed,Decision,Dedication,Disciple,Discipline,Discourage,Divine,Doctrine,Doctrine and Covenants,Education,Esteem,Eternal Life,Eternity,Exaltation,Example,Excellent,Failure,Faith,Family,Family History,Fear,Fellowship,Finance,FirstPersonPronoun,Foreordination,Forgiveness,Freedom,Friendship,Gender,Gift,Giving,God,Gospel,Government,Gratitude,Growth,Habit,Happiness,Heal,Heavenly Father,Heritage,History,Holy Ghost,Home,Honesty,Honor,Hope,Humility,I am a woman,Improvement,Individual Worth,Initiative,Inspiration,Integrity,Jesus Christ,Joseph Smith,Joy,Kind,Knowledge,Language,Last Day,Law,Leadership,Learning,Life,Light,Light of Christ,Listen,Lonely,Love,Marriage,Media,Meekness,Membership,Men,Mercy,Miracle,Missionary,Mistake,Modesty,MonthGiven,Morality,Mortality,Music,NT,Natural Man,OT,Obedience,Opportunity,Ordinance,Organization,Parent,Patience,Patriarchal Blessing,Patriotism,Peer Pressure,PercentInItalics,PercentInQuotes,Perfection,Perspective,Pioneer,Plan of Salvation,PoGP,Polarity,Politic,Potential,Power,Prayer,Premortal,Preparation,Prepare,Priesthood,Priority,Progression,Prophet,Question,Relationship,Religion,Religious Freedom,Remember,Repent,Responsibility,Restoration,Resurrection,Revelation,Reverence,Righteous,Sabbath,Sacrament,Sacred,Sacrifice,Safety,Salvation,Satan,Scripture,Second Coming,Self-Reliance,Selfless,Service,Socialism,SpeakerPosition,Spirit,Spiritual Growth,Spirituality,Standard,Stewardship,StoryNames,Subjectivity,Success,Suffering,Talent,Talking Speed,Teaching,Technology,Temple,Tempt,Testimony,Thought,Time,Tithing,Tolerance,Trial,Trust,Truth,Understand,Unity,Value,Virtue,War,WeToYouRatio,Wisdom,Witness,Woman,WordCount,WordQuantity,Work,Worldly,Worship,Worthy,YearGiven,Zion,Pageviews
0,0,0,0,8,0,0,0,0,1,2,0,4,6,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,8,1,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,6350,0,1,0,0,0,0,0,0,4,0,1,0,1,3,4,0,1,8,0,0,0,1,30,0,0,1,4,Male,0,2,4,4,3,0,1,0,0,0,0,0,2,0,1,0,3,0,0,0,3,0,0,2,4,1,1,0,3,0,0,1,2,3,2,22,0,0,0,0,1,0,0,0,0,16,0,0,3,0,1,7,0,1,0,2,0,3,0,1,0,1,1,1,0,0,0,0.078344828,0,2,2,0,0,0,0.19,0,1,2,2,0,0,0,0,0,2,2,2,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,Unknown,1,0,0,0,0,11,0.5,5,1,3,2.585188806,6,1,1,1,0,5,9,0,0,0,0,0,5,0,4,1,6,180.5,3,1,2,3625,1206,1,2,0,0,2000,1,323
0,0,0,0,1,1,0,0,0,0,0,1,4,2,0,5,0,1,1,0,1,1,0,1,1,0,0,3,1,3,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15733,0,0,0,0,8,0,2,2,6,0,0,0,0,11,0,7,3,4,0,0,0,0,191,0,0,0,9,Male,0,20,4,5,0,0,0,1,1,0,0,0,1,0,6,0,2,7,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,7,14,1,0,2,0,2,0,0,0,0,8,0,0,30,0,0,11,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0.059966777,0,0,1,0,1,0,0.19,0,0,0,1,0,2,3,1,0,1,1,4,1,5,1,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,0,of the Seventy,8,0,0,0,0,12,0.48,3,2,0,0.602,6,0,2,1,0,2,26,0,0,3,0,2,3,0,0,0,1,29.756,1,0,4,6020,1544,4,0,1,1,1974,0,322
0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5069,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,1,3,2,0,0,0,0,15,0,0,0,2,Female,0,1,2,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,11,1,0,0,0,5,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0.021043001,0,0,0,0,0,0,0.25,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,Unknown,3,0,0,4,0,2,0.49,1,1,1,3.0292896,2,0,0,1,1,0,2,0,0,1,0,0,1,0,0,1,0,4.694,1,1,1,1093,492,2,0,0,0,2004,0,320
0,0,0,0,4,0,0,0,0,0,0,0,4,10,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,3,0,1315,0,0,0,0,0,0,2,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,15,0,0,0,1,Male,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022648084,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,President of Brigham Young University,3,0,0,0,0,4,0.64,0,0,1,3.058897092,0,0,0,0,1,1,3,0,0,0,2,0,0,0,0,0,0,21,0,1,0,1148,470,4,1,0,0,2014,0,319
0,0,0,1,0,8,0,0,0,0,0,3,49,20,1,0,0,2,0,8,1,31,0,3,0,0,0,2,3,0,41,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15756,4,1,0,0,1,0,2,0,6,0,0,0,0,0,1,0,2,3,0,1,0,1,19,0,0,0,2,Male,1,6,2,1,2,0,1,0,0,0,1,0,4,0,5,0,0,6,0,0,2,0,0,2,0,0,1,0,4,2,1,0,2,9,2,4,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.04028838,0,0,0,1,0,0,0.13,0,0,2,0,0,0,0,0,0,0,3,1,0,0,3,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,Unknown,2,0,0,1,0,45,0.44,0,0,0,2.499632511,6,0,0,0,2,7,36,1,0,1,1,0,3,0,0,0,2,5.333,1,0,2,7074,1858,2,0,0,0,1974,2,318
0,0,0,0,1,0,0,0,0,2,0,1,16,1,0,0,0,2,0,0,0,3,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,4453,0,9,0,0,1,2,2,1,6,0,0,3,0,1,0,0,7,0,0,1,0,0,83,0,0,0,1,Male,0,0,12,3,0,2,0,0,0,0,0,0,2,0,2,0,1,5,0,0,0,0,0,3,1,5,4,1,2,7,0,0,0,0,2,12,0,0,0,0,4,0,0,0,0,21,0,0,2,0,0,9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.349357919,0,0,0,0,0,0,0.2,0,0,0,3,0,0,0,1,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,3,1,0,0,1,0,0,0,4,0,President of The Church of Jesus Christ of Latter-day Saints,4,0,0,0,0,10,0.56,0,1,0,2.238882991,2,0,0,0,5,1,7,0,0,1,0,7,5,0,0,0,0,161.333,2,3,2,3037,950,4,0,2,0,2005,0,317
0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,11,0,2,0,0,0,0,0,1,1,0,0,0,0,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,Male,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.347,0,0,0,0,0,0,0.23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,President of Brigham Young University,0,0,0,0,0,5,0.5,0,0,0,0.1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,25,0,1,0,1000,480,0,0,2,0,2013,0,317
0,0,0,0,6,0,0,1,0,0,0,3,6,0,0,0,0,4,1,0,4,1,0,1,1,0,1,7,2,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13996,1,3,0,0,2,1,4,0,0,0,1,0,0,5,0,0,6,5,0,0,0,0,130,0,3,3,30,Male,4,0,14,7,2,0,1,0,1,0,1,0,0,0,4,0,1,1,0,0,1,0,0,2,0,6,0,0,10,0,0,0,2,1,5,14,2,0,4,0,6,0,0,0,0,22,0,0,14,0,0,8,1,1,0,4,0,0,0,9,0,0,2,1,0,0,0,0.023826846,0,0,0,0,0,0,0.23,0,0,1,1,0,1,2,2,0,0,1,2,6,0,2,2,2,4,1,1,0,0,0,0,2,4,1,0,0,0,9,0,0,0,2,0,Unknown,12,0,1,1,0,21,0.51,2,1,1,0.5498,9,0,3,4,1,7,14,0,0,0,2,2,4,0,0,1,0,87.025,2,2,1,5498,1333,3,1,2,0,1979,0,315
0,0,0,0,0,3,0,2,0,0,0,5,14,2,1,3,0,1,0,5,0,4,0,0,0,0,0,1,0,0,14,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,16517,0,1,1,0,0,2,1,1,3,0,0,0,0,1,1,0,5,5,0,0,0,0,255,0,0,1,9,Male,0,3,6,1,0,0,0,0,2,0,1,1,2,0,11,0,3,9,0,0,0,0,0,0,0,2,2,1,9,0,0,0,0,2,9,16,0,0,1,3,10,0,0,0,1,5,0,2,14,0,0,9,0,1,1,0,0,0,0,3,1,0,1,0,0,0,0,0.007974777,0,0,0,0,0,0,0.2,0,0,0,2,0,1,3,0,0,1,5,1,0,3,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,Unknown,3,0,1,1,0,12,0.49,1,0,1,0.5392,2,0,3,0,6,8,19,0,0,0,0,1,0,0,0,0,1,18.248,0,3,0,5392,1333,9,0,3,0,1972,0,315
0,0,0,0,8,0,1,0,0,0,2,0,6,1,3,0,0,6,2,8,0,2,0,25,0,0,0,13,0,0,13,0,0,2,6,0,0,0,0,0,0,0,1,0,0,1,0,4961,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,4,2,0,0,0,0,77,0,0,0,1,Female,1,3,21,3,0,6,3,0,2,0,4,0,0,0,7,0,0,0,0,0,1,0,0,2,0,1,0,3,1,3,0,0,0,5,6,13,1,0,0,0,5,0,0,0,0,2,1,0,4,0,0,4,0,0,4,4,0,1,1,3,0,1,1,0,0,0,0,0.172346911,0,3,0,0,0,0,0.23,0,4,2,3,0,0,1,0,0,6,0,0,0,0,0,6,0,2,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,51,0,Unknown,1,0,0,0,2,4,0.54,0,0,3,3.02440601,3,0,0,0,2,1,9,0,0,0,1,2,3,0,0,0,0,27.119,0,0,2,3609,1109,6,0,1,0,2004,0,313
0,0,0,1,43,0,0,0,0,1,1,1,6,1,0,1,0,5,25,2,3,2,0,1,0,0,0,3,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,3956,2,0,1,0,0,3,0,0,0,0,2,0,1,0,0,2,13,5,0,0,0,0,19,0,1,0,0,Male,0,0,16,4,0,1,1,0,1,0,1,0,2,1,0,0,0,4,1,0,1,0,0,1,0,3,2,8,0,5,0,0,0,1,4,16,8,0,2,0,3,0,0,0,0,14,1,1,2,0,0,1,0,1,0,10,0,4,4,0,0,0,0,2,0,0,0,0.258996212,0,2,0,4,0,2,0.18,0,1,2,1,0,1,3,1,0,3,5,0,0,0,0,1,0,1,3,1,4,0,4,0,0,1,1,1,3,0,3,0,0,1,0,0,Unknown,7,0,0,0,0,15,0.49,1,0,0,2.752408357,3,0,0,1,10,0,0,0,0,0,1,7,5,0,1,0,0,7.364,2,5,0,4224,1376,2,0,1,0,2007,1,309
0,0,0,8,12,9,0,1,0,7,0,0,0,1,0,1,0,4,6,12,0,2,0,0,0,0,0,16,0,0,0,0,0,6,4,0,0,0,0,0,0,0,19,0,0,3,0,5629,0,0,1,0,0,0,0,0,3,0,0,0,0,2,1,1,5,15,1,3,0,0,64,0,0,0,0,Male,1,1,13,4,0,0,0,0,4,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,5,0,3,0,1,0,0,1,0,0,4,1,0,0,0,1,0,0,0,0,6,0,0,1,0,0,7,0,5,0,3,0,0,9,0,1,0,1,0,0,0,0,0.259028643,0,1,0,0,0,0,0.15,0,0,2,0,0,0,2,0,0,0,1,2,0,0,0,0,2,0,3,9,0,0,1,0,0,0,30,0,1,0,3,0,0,0,5,0,Unknown,11,0,0,0,0,11,0.49,0,1,0,3.088892399,1,0,1,0,1,0,3,0,0,1,0,2,3,0,0,0,0,10.8,0,2,0,4015,1095,3,0,0,0,2002,0,308
0,0,0,0,6,0,2,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,5041,0,0,0,0,0,0,1,0,1,0,1,4,2,0,0,1,3,17,0,0,0,0,57,0,0,0,29,Male,0,1,4,8,0,1,0,0,3,0,1,0,0,0,9,1,0,4,0,0,0,0,0,1,0,7,1,4,3,0,0,0,1,0,0,15,1,0,0,0,12,3,0,0,0,8,0,0,7,0,0,2,0,1,0,2,0,0,1,2,0,0,5,0,0,0,0,0.034558593,0,1,0,0,0,1,0.24,0,0,2,1,0,0,0,2,0,0,1,0,1,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,Unknown,0,0,0,0,0,9,0.52,0,0,0,1.986170645,0,0,4,0,0,0,7,0,0,0,1,0,4,0,0,0,0,60.75,0,0,1,3183,1020,0,0,0,1,2004,0,308
0,5,0,0,8,0,0,0,0,1,3,1,4,19,0,0,0,3,2,0,0,3,0,0,0,1,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,1,0,0,3,1,4096,1,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,2,1,0,2,0,0,50,0,0,0,9,Male,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,1,44,8,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,1,0,7,1,0,3,0,3,0,0,1,0,6,0,0,2,1,0,9,0,0,0,3,0,0,1,2,1,0,0,0,0,0,0,0.129887793,0,0,0,0,0,0,0.17,0,1,0,1,0,0,0,4,0,0,2,2,1,0,0,4,0,2,1,0,2,0,1,0,0,6,1,0,0,0,1,0,0,0,0,0,President of Brigham Young University,0,0,0,3,0,10,0.52,0,0,0,3.160433083,1,0,1,2,0,3,4,1,0,0,11,4,9,0,2,0,0,58.132,3,0,2,2941,969,1,0,0,2,2006,0,308
0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,6,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2276,0,0,0,0,2,0,0,0,3,0,1,0,0,2,0,0,1,5,2,2,0,0,36,0,0,0,3,Female,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,1,4,16,0,0,0,0,2,1,0,0,0,6,0,0,0,0,0,9,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0.027083333,0.003125,3,0,0,0,0,0.2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,"Wife of Cecil O. Samuelson, President of Brigham Young University",3,0,0,2,0,10,0.52,0,0,0,2.325397376,4,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1.14,0,0,3,1920,740,2,0,0,0,2011,0,306
0,0,0,0,2,0,0,0,0,0,0,0,5,6,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,78,1,0,0,0,2,0,1,1,5,0,0,0,0,0,0,0,2,2,0,0,0,0,106,0,0,0,4,Female,0,3,1,0,0,0,1,0,2,0,0,0,2,0,1,0,0,3,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0.020908005,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Wife of Kevin J Worthen, President of Brigham Young University",0,0,0,0,0,6,0.54,1,0,0,2.783469671,1,0,0,0,0,3,11,0,0,0,0,0,1,0,1,0,1,0.593,0,0,0,1674,612,1,0,0,0,2017,0,304
0,2,0,2,2,1,0,2,0,0,0,1,17,64,0,0,0,2,1,0,0,12,0,0,0,0,0,0,0,0,18,1,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,2654,1,1,0,3,0,2,1,1,7,0,0,0,0,5,3,0,4,3,0,0,0,0,33,0,0,1,2,Male,0,4,1,1,0,2,1,0,2,0,1,0,1,0,1,5,4,2,0,0,11,0,1,0,2,3,0,0,2,0,0,0,4,7,12,9,0,0,1,0,0,0,1,0,0,1,0,0,9,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.029202841,0,0,1,0,0,0,0.19,0,0,1,0,0,3,3,1,2,2,3,5,0,0,0,2,0,2,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,9,0,President of Brigham Young University,1,0,0,6,0,17,0.49,1,0,1,0.5068,5,0,0,0,1,0,16,0,0,0,5,1,3,0,3,0,0,498.37,1,1,1,5068,1567,8,0,0,2,2010,0,301
0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2778,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,5,0,0,0,1,Male,0,5,1,1,0,2,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.028665932,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,Unknown,1,0,0,0,0,7,0.47,0,0,1,0.0907,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,8.522,0,0,0,907,455,4,0,0,0,2010,0,301
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7673,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,179,0,0,0,10,Male,0,9,0,0,8,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,1,14,0,0,10,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0.004361558,0,1,0,0,0,0,0.14,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corporate Vice President of Applied Research at Bellcore,0,0,0,0,0,21,0.5,0,0,0,0.6649,0,9,0,0,0,6,15,0,0,0,0,1,7,0,5,0,2,12.438,6,0,0,6649,1452,10,0,0,0,1996,0,300
0,1,0,1,4,0,0,0,0,2,0,0,2,3,0,0,0,3,0,0,0,4,0,1,0,0,0,5,0,0,2,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,1,3004,1,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,37,0,0,1,1,Male,0,1,3,0,0,0,2,0,1,0,3,0,1,0,1,1,3,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,3,16,0,0,0,0,12,0,0,0,0,1,0,0,0,1,0,9,0,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0.087719298,0,0,1,0,0,1,0.23,0,1,0,1,0,0,0,0,0,0,2,0,10,0,0,4,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,President of Brigham Young University,1,0,0,1,0,5,0.56,1,0,0,2.753296084,0,0,0,1,0,0,14,0,0,0,0,1,3,0,1,0,1,16.695,1,0,0,2565,843,2,0,0,0,2009,0,299
0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4493,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,Male,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.103379722,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Unknown,6,0,0,0,2,3,0.48,1,0,0,2.41368941,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0.3,0,0,0,1006,467,0,0,0,0,2005,0,299
0,0,0,1,3,0,0,0,0,0,0,1,8,11,1,0,0,1,0,1,0,3,0,3,2,0,0,1,0,0,11,1,0,3,4,0,0,0,0,0,0,0,3,0,0,2,0,13966,0,1,0,1,0,2,0,0,1,0,0,0,0,1,1,1,6,2,0,0,0,0,82,0,0,2,0,Male,0,7,7,4,0,0,0,0,0,1,0,1,1,0,1,1,0,5,0,0,0,0,0,1,5,5,0,0,2,2,0,0,1,6,4,12,1,0,0,0,7,0,0,0,0,8,0,2,4,0,1,9,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0.011016682,0,1,0,0,0,0,0.21,0,0,3,2,0,0,1,0,0,0,0,1,1,1,0,1,2,3,2,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,7,0,President of The Church of Jesus Christ of Latter-day Saints,6,0,0,11,0,2,0.52,0,1,0,0.3177,2,0,0,0,0,1,3,1,0,0,0,2,3,0,0,1,1,35.372,1,1,4,3177,1061,7,0,0,1,1979,0,297
0,0,0,2,11,0,0,1,0,1,0,2,0,0,0,1,0,1,1,14,4,1,0,0,0,0,0,20,0,0,1,0,1,8,0,1,0,0,0,0,0,0,0,1,0,8,0,12573,0,0,0,0,0,0,7,0,0,0,0,0,4,1,0,0,3,0,0,1,0,0,33,0,0,0,0,Male,1,3,55,3,0,0,0,0,0,0,2,0,0,6,5,0,1,1,0,0,0,0,0,0,0,8,0,1,2,2,0,0,10,0,0,24,2,0,0,0,10,0,0,0,0,36,0,0,0,0,0,6,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0.09469697,0,2,0,0,0,2,0.22,0,0,4,2,0,0,0,0,0,1,1,0,2,2,0,0,2,1,0,0,1,0,0,0,0,1,0,0,3,4,0,0,0,0,2,0,Unknown,8,0,0,0,0,3,0.56,1,2,0,1.729112119,2,0,0,1,0,0,0,0,0,1,0,4,11,0,0,1,0,13.136,0,6,0,2904,711,4,0,3,0,1983,0,297
0,0,0,0,3,1,0,0,0,0,1,0,0,7,0,2,0,6,0,2,0,2,0,0,0,0,0,1,0,0,7,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,12426,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,3,5,0,0,0,0,16,0,0,1,1,Male,0,3,3,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,2,3,0,0,0,0,0,0,1,9,1,0,0,0,1,0,0,1,2,1,0,0,1,0,0,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.013211382,0,0,0,0,0,0,0.17,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Unknown,1,0,0,0,0,16,0.42,0,0,0,1.805964086,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,145.8,0,0,1,1968,871,1,0,0,1,1983,0,297
0,0,0,0,1,2,0,0,0,0,1,4,38,2,1,0,0,8,1,3,1,3,0,2,0,0,0,0,0,0,14,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,10144,2,0,0,2,0,0,0,0,1,0,0,0,0,4,0,1,2,4,0,1,0,0,112,0,0,0,4,Male,0,3,12,2,1,0,0,0,0,1,2,0,0,0,2,0,1,5,2,0,1,0,0,1,0,5,1,1,5,0,0,0,0,15,1,16,1,0,5,0,15,0,0,0,0,16,0,0,2,0,0,2,0,0,0,0,0,0,3,2,1,0,0,2,1,0,0,0.158698373,0,11,0,2,0,0,0.19,0,0,2,4,0,0,1,3,0,0,14,1,2,0,0,1,0,2,0,0,1,0,3,0,2,0,0,0,0,0,3,0,0,0,2,0,of the Quorum of the Twelve Apostles,7,0,0,0,0,12,0.55,1,0,0,0.3995,2,0,1,0,4,1,11,2,0,1,2,3,1,0,0,0,0,25.689,3,2,0,3995,1090,2,0,0,2,1990,0,295
0,0,0,0,4,6,1,0,0,0,0,0,3,0,0,0,0,3,0,2,0,1,0,0,0,0,0,3,1,0,12,0,1,0,0,1,0,1,0,0,0,1,1,0,0,4,0,15210,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,7,0,0,1,0,0,46,0,0,0,2,Male,0,4,8,17,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,4,1,1,3,4,10,0,0,2,3,6,0,0,0,0,5,0,0,0,2,15,0,4,28,0,1,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.104584957,0,0,0,0,0,0,0.14,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,2,1,1,3,0,0,0,0,2,2,0,3,0,0,0,0,0,3,0,Of the Quorum of the Twelve Apostles,10,0,0,0,0,7,0.48,2,1,0,2.252586728,7,0,1,0,5,0,5,0,0,0,3,5,5,0,0,0,0,59.259,1,3,3,3337,1044,15,0,0,0,1976,0,295
