Abraham,Accountability,Adoption,Agency,AllScriptureCount,America,Angel,Art,Articles of Faith,Atonement,Attitude,Authority,AuthorityMentions,BYU,Balance,Baptism,Bible,Blessing,BoM,Body,Book of Mormon,Brigham Young,Brotherhood,Calling,Character,Charity,Chastity,Children,Christianity,Christmas,Church,Citizenship,Comforter,Commandments,Commitment,Communication,Compassion,Conscience,Consecration,Contention,Conversion,Courage,Covenant,Creation,Creativity,D&C,Date,Decision,Dedication,Disciple,Discipline,Discourage,Divine,Doctrine,Doctrine and Covenants,Education,Esteem,Eternal Life,Eternity,Exaltation,Example,Excellent,Failure,Faith,Family,Family History,Fear,Fellowship,Finance,FirstPersonPronoun,FleschReading,Foreordination,Forgiveness,Freedom,Friendship,Gender,Gift,Giving,God,Gospel,Government,Gratitude,Growth,Habit,Happiness,Heal,Heavenly Father,Heritage,History,Holy Ghost,Home,Honesty,Honor,Hope,Humility,I am a woman,Improvement,Individual Worth,Initiative,Inspiration,Integrity,Jesus Christ,Joseph Smith,Joy,Kind,Knowledge,Language,Last Day,Law,Leadership,Learning,Life,Light,Light of Christ,Listen,Lonely,Love,Marriage,Media,Meekness,Membership,Men,Mercy,Miracle,Missionary,Mistake,Modesty,Morality,Mortality,Music,NT,Natural Man,OT,Obedience,Opportunity,Ordinance,Organization,Pageviews,Parent,Patience,Patriarchal Blessing,Patriotism,Peer Pressure,PercentInItalics,PercentInQuotes,Perfection,Perspective,Pioneer,Plan of Salvation,PoGP,Polarity,Politic,Potential,Power,Prayer,Premortal,Preparation,Prepare,Priesthood,Priority,Progression,Prophet,Question,Relationship,Religion,Religious Freedom,Remember,Repent,Responsibility,Restoration,Resurrection,Revelation,Reverence,Righteous,Sabbath,Sacrament,Sacred,Sacrifice,Safety,Salvation,Satan,Scripture,Second Coming,Self-Reliance,Selfless,Service,Socialism,Speech,Spirit,Spiritual Growth,Spirituality,Standard,Stewardship,StoryNames,Subjectivity,Success,Suffering,Talent,Talking Speed,Teaching,Technology,Temple,Tempt,Testimony,Thought,Time,Tithing,Tolerance,Trial,Trust,Truth,Understand,Unity,Value,Virtue,War,WeToYouRatio,Wisdom,Witness,Woman,WordCount,WordQuantity,Work,Worldly,Worship,Worthy,Zion
0,0,0,3,31,0,0,7,0,2,0,1,18,55,1,0,3,8,11,1,1,2,0,0,1,0,0,8,2,5,24,0,0,0,1,1,0,0,0,0,0,45,1,1,0,6,0,3,0,0,0,0,3,2,1,0,0,0,1,0,14,7,1,19,15,0,11,0,0,212,4.44,0,4,1,7,Male,13,13,36,2,0,0,9,0,4,75,6,0,1,1,2,2,3,9,1,0,0,0,0,1,3,22,2,2,1,0,2,0,0,1,12,57,10,0,6,2,29,9,0,0,0,13,2,0,0,2,0,0,1,0,9,0,4,0,2,0,0,11,3,3,0,0,0,0.151476793,0.158544304,0,1,0,0,1,0.17,0,0,13,24,0,0,0,3,1,2,1,3,1,1,0,10,1,1,0,0,2,0,2,0,1,0,0,0,0,5,8,0,0,0,3,0,/talks/jonathan-g-sanberg_healing-courage-action-grace/,4,2,0,0,0,57,0.51,1,6,1,4.737631184,8,0,3,0,1,7,19,0,0,1,4,11,7,0,3,1,2,70.258,1,0,4,9480,2477,8,0,2,1,0
0,0,0,3,31,0,0,7,0,2,0,1,18,55,1,0,3,8,11,1,1,2,0,0,1,0,0,8,2,5,24,0,0,0,1,1,0,0,0,0,0,45,1,1,0,6,0,3,0,0,0,0,3,2,1,0,0,0,1,0,14,7,1,19,15,0,11,0,0,212,4.44,0,4,1,7,Male,13,13,36,2,0,0,9,0,4,75,6,0,1,1,2,2,3,9,1,0,0,0,0,1,3,22,2,2,1,0,2,0,0,1,12,57,10,0,6,2,29,9,0,0,0,13,2,0,0,2,0,0,1,0,9,0,4,0,2,0,0,20949,3,3,0,0,0,0.151476793,0.158544304,0,1,0,0,1,0.17,0,0,13,24,0,0,0,3,1,2,1,3,1,1,0,10,1,1,0,0,2,0,2,0,1,0,0,0,0,5,8,0,0,0,3,0,/talks/jonathan-g-sandberg_healing-courage-action-grace/,4,2,0,0,0,57,0.51,1,6,1,4.737631184,8,0,3,0,1,7,19,0,0,1,4,11,7,0,3,1,2,70.258,1,0,4,9480,2477,8,0,2,1,0
0,0,0,3,31,0,0,7,0,2,0,1,18,55,1,0,3,8,11,1,1,2,0,0,1,0,0,8,2,5,24,0,0,0,1,1,0,0,0,0,0,45,1,1,0,6,0,3,0,0,0,0,3,2,1,0,0,0,1,0,14,7,1,19,15,0,11,0,0,212,4.44,0,4,1,7,Male,13,13,36,2,0,0,9,0,4,75,6,0,1,1,2,2,3,9,1,0,0,0,0,1,3,22,2,2,1,0,2,0,0,1,12,57,10,0,6,2,29,9,0,0,0,13,2,0,0,2,0,0,1,0,9,0,4,0,2,0,0,90,3,3,0,0,0,0.151476793,0.158544304,0,1,0,0,1,0.17,0,0,13,24,0,0,0,3,1,2,1,3,1,1,0,10,1,1,0,0,2,0,2,0,1,0,0,0,0,5,8,0,0,0,3,0,/talks/jonathan-g-sandberg_healing-courage-action-grace/5368/,4,2,0,0,0,57,0.51,1,6,1,4.737631184,8,0,3,0,1,7,19,0,0,1,4,11,7,0,3,1,2,70.258,1,0,4,9480,2477,8,0,2,1,0
0,0,0,0,15,1,1,0,0,1,1,1,8,2,0,0,1,5,0,1,0,0,0,1,1,0,0,5,0,0,11,0,0,1,0,5,0,0,0,0,0,0,3,1,0,4,0,0,0,1,0,0,1,3,3,1,2,0,0,0,4,0,2,1,3,0,1,1,0,76,6.39,0,1,0,5,Male,3,5,5,3,0,1,0,0,1,1,0,0,1,1,1,3,0,0,0,0,0,0,0,3,0,2,0,0,9,2,72,0,0,2,9,18,2,0,10,0,14,0,3,1,0,12,0,10,6,0,0,0,0,3,5,0,5,1,3,0,0,25,1,0,0,0,0,0.086044951,0.083864475,1,0,1,0,1,0.08,0,0,2,0,0,0,1,3,0,0,0,1,0,0,0,1,1,1,0,1,1,0,2,0,0,1,1,0,0,0,8,0,0,0,1,0,/talks/jones-randall-l_language-miraculous-gift/,8,0,0,0,0,17,0.52,0,3,0,3.220961642,3,0,1,1,0,8,14,1,0,0,0,5,4,0,0,0,0,448.148,1,1,2,5962,1923,4,0,0,0,0
3,0,0,1,52,0,0,1,0,4,0,4,7,11,2,1,0,3,11,0,0,5,0,1,2,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,26,1,0,29,0,0,1,0,1,0,3,0,0,2,0,1,0,1,3,1,1,4,1,0,0,0,0,23,3.66,0,0,1,1,Male,1,2,16,0,1,0,0,0,1,0,0,0,0,2,2,0,2,3,0,0,1,0,0,0,0,3,2,0,1,5,0,0,5,1,6,26,9,1,1,0,1,0,0,0,0,6,2,0,0,0,1,0,1,5,6,0,6,4,2,17,0,14,0,2,0,0,0,0.1067694,0.185195377,3,0,0,0,0,0.19,0,0,7,4,0,0,2,13,0,2,1,1,5,0,2,1,0,1,1,0,4,0,2,0,1,1,2,0,0,1,0,0,0,0,2,0,/talks/jones-stephen-m_hath-made-us-everlasting-covenant-ordered-things-sure/,3,0,0,0,1,12,0.53,0,0,0,2.715994021,1,0,3,0,0,4,5,0,0,0,0,5,2,0,0,1,1,520.2,1,2,1,3634,1241,4,0,1,1,1
0,0,0,2,30,0,1,1,0,0,0,0,2,0,0,0,0,10,20,0,1,3,0,1,2,0,0,3,0,0,3,0,0,2,2,1,0,0,0,0,0,0,3,0,0,4,0,1,1,2,0,7,0,1,1,0,0,0,0,0,1,0,0,8,0,0,1,0,0,25,3.65,0,0,0,0,Male,0,12,23,1,0,0,0,0,1,0,0,2,0,0,2,0,0,5,0,0,1,0,0,0,0,3,1,1,0,2,3,0,0,1,1,12,0,0,0,0,4,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,2,1,0,0,0,5,0,0,0,0,0,0.141131596,0.132867133,1,0,0,0,0,0.15,0,0,2,4,0,0,0,0,0,0,0,3,1,0,0,2,0,0,1,0,2,0,7,0,0,0,1,0,7,1,1,0,0,0,2,0,/talks/jones-stephen_soul-delighteth-things-lord/,5,0,0,0,0,4,0.51,0,1,0,2.766930519,2,0,0,4,0,5,6,0,0,1,9,2,2,0,0,1,0,401.286,1,0,1,3146,959,3,1,0,0,0
0,0,1,0,3,0,1,1,0,0,0,1,24,0,1,0,0,7,0,4,1,3,0,1,2,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,1,0,5,0,0,0,0,0,75,6.77,0,2,0,6,Male,1,7,16,3,0,1,0,0,2,0,1,0,0,3,1,0,2,1,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,7,0,35,2,0,0,0,0,2,0,0,0,31,0,4,1,0,0,0,0,1,2,0,1,0,0,0,0,460,0,0,1,0,0,0.183725219,0.102581835,1,0,1,0,0,0.2,0,0,10,2,0,1,1,10,0,0,8,0,1,0,0,4,0,2,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,6,0,/talks/joseph-anderson_footprints-sands-time/,15,0,0,0,0,12,0.56,0,1,0,0.4338,0,0,1,4,1,2,13,0,0,0,0,3,1,0,0,4,0,7.22,1,1,4,4338,1164,4,0,0,2,0
0,0,0,0,14,0,3,1,0,0,0,2,19,0,0,1,0,2,1,0,1,2,0,0,10,1,0,6,0,0,4,0,1,7,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,12,3,0,0,0,2,4,1,0,1,0,0,40,5.21,0,0,0,0,Male,3,6,29,3,0,0,0,0,3,0,7,0,0,2,0,1,2,3,0,0,0,0,0,2,0,5,0,1,2,1,0,0,4,1,2,36,0,0,0,0,10,0,0,0,1,44,0,1,1,1,0,0,0,1,9,0,3,2,0,0,2,628,0,0,0,0,0,0.073647295,0.183366733,1,0,0,0,1,0.29,0,0,3,3,0,1,1,0,0,1,2,3,0,1,1,1,1,1,0,1,0,0,2,0,0,0,2,0,0,2,1,0,0,0,3,0,/talks/joseph-anderson_man/,7,0,0,0,0,11,0.56,2,3,3,0.3992,3,0,2,6,0,10,7,0,1,0,0,1,5,0,0,3,0,85.422,1,0,2,3992,1128,10,0,2,0,0
0,0,0,3,33,2,0,0,0,0,2,6,36,5,1,0,0,6,16,0,0,3,0,2,2,1,3,4,0,0,29,0,0,17,2,0,5,0,0,0,0,1,9,0,0,7,1,0,0,0,1,0,1,8,5,9,0,0,1,1,3,0,3,7,2,0,1,0,0,75,6.39,0,1,0,2,Male,2,7,21,27,0,0,1,0,6,0,2,0,2,4,2,1,1,6,2,0,2,0,0,0,0,8,4,5,1,3,1,1,1,5,10,31,5,0,2,0,12,9,0,0,1,17,0,0,21,0,0,2,1,0,9,0,1,5,5,1,0,1323,3,2,0,0,0,0.108377453,0.119588913,0,0,0,0,0,0.18,0,1,9,1,0,0,3,3,0,2,22,0,0,5,0,2,2,5,6,1,2,0,5,0,1,7,2,1,0,10,2,0,0,0,10,0,/talks/joseph-b-wirthlin_choose-right/,23,0,0,1,0,15,0.51,2,3,1,2.278112806,10,0,11,1,5,3,23,1,0,0,2,7,5,0,2,1,1,35.236,5,2,1,6422,1848,11,0,0,3,2
0,0,0,1,10,0,0,0,0,0,2,0,7,0,0,0,2,1,2,5,1,2,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,6,0,0,1,0,0,1,0,0,23,6,0,0,1,2,Male,4,2,7,4,0,0,0,0,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,8,3,2,2,1,1,1,0,0,0,2,27,5,0,2,0,3,0,0,0,0,11,0,0,1,0,0,4,0,0,8,0,0,0,0,0,0,227,0,0,0,0,0,0.091875,0.163125,1,0,0,0,0,0.21,0,0,6,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,/talks/joseph-b-wirthlin_generation-destiny/,2,0,1,0,0,10,0.54,0,0,0,2.574416734,0,0,0,0,2,5,21,0,0,0,0,2,5,0,1,0,2,52.563,2,1,0,3200,1241,2,0,0,2,0
0,0,0,0,20,0,0,1,0,1,0,0,6,0,0,1,0,10,4,2,3,4,0,1,0,0,0,2,0,0,8,0,0,3,0,2,1,0,0,0,0,0,2,0,0,4,0,1,0,2,0,0,1,3,1,0,0,0,1,0,0,0,2,15,2,0,4,0,0,68,4.04,0,0,0,0,Male,1,5,25,2,0,2,0,1,4,1,24,0,0,0,3,0,1,2,1,0,2,0,0,2,0,4,2,3,0,4,1,0,1,0,4,15,27,0,0,0,7,0,0,0,0,13,0,0,4,2,0,0,5,0,8,1,3,0,0,0,0,3326,2,0,0,0,0,0.214441579,0.079746082,4,0,2,0,1,0.23,0,1,16,51,1,0,1,2,0,1,3,0,1,0,0,1,2,0,2,0,1,1,9,0,0,2,0,3,1,0,2,0,0,0,7,0,/talks/joseph-b-wirthlin_improving-prayers/,13,0,0,0,0,9,0.54,0,0,2,3.46937371,0,0,0,0,2,2,25,0,0,3,4,4,10,0,0,0,1,378.225,3,1,1,5041,1402,6,0,1,0,0
1,0,0,0,8,1,0,1,0,2,0,0,19,2,1,0,0,4,1,0,1,0,0,8,1,0,0,5,0,3,22,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,1,0,1,6,4,1,1,0,0,136,4.43,0,1,1,2,Male,1,2,11,4,0,0,0,0,14,0,7,1,1,1,8,1,0,3,0,0,1,0,0,2,0,5,1,5,1,0,0,0,0,1,2,29,1,0,4,1,6,2,0,0,0,4,0,0,14,1,0,0,1,1,3,0,4,2,2,0,0,1273,0,0,0,0,0,0.098418278,0.076352275,5,0,0,0,0,0.22,0,1,6,1,0,0,0,0,0,1,3,2,0,0,0,7,0,4,0,0,0,1,6,0,0,0,0,1,0,0,1,0,0,0,7,0,/talks/joseph-b-wirthlin_lessons-learned-journey-life/,1,0,0,0,0,19,0.49,6,0,0,1.947148289,0,0,0,1,0,7,18,0,0,2,3,0,6,0,2,0,0,14.735,1,1,2,5121,1476,13,1,1,2,0
0,0,0,0,7,0,0,0,0,0,3,0,12,0,2,0,0,0,4,4,0,3,0,1,4,0,0,4,0,0,4,0,0,3,0,1,4,0,0,0,0,1,0,3,0,3,1,1,0,0,0,0,1,1,0,0,0,1,1,0,3,1,0,3,0,0,2,0,0,41,6,0,1,0,3,Male,1,4,15,1,0,1,3,0,0,0,4,0,0,0,4,4,3,0,1,0,0,0,0,0,0,3,0,1,0,2,0,0,1,0,7,31,0,0,1,0,4,2,1,0,0,7,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1197,3,2,0,0,0,0.203617913,0.090668432,4,3,0,0,0,0.11,0,2,1,7,0,0,1,1,0,1,4,1,14,2,0,9,1,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,7,0,/talks/joseph-b-wirthlin_little-things-count/,9,1,5,2,0,14,0.5,2,5,0,2.724158654,6,0,1,3,0,11,7,0,0,0,1,2,2,0,3,1,1,63.021,4,0,2,4533,1515,6,0,0,2,0
0,0,0,0,9,0,0,0,0,0,1,0,12,0,0,0,0,4,5,0,2,0,0,1,1,0,0,7,0,0,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,56,4.43,0,1,0,1,Male,0,3,8,2,0,12,1,1,18,0,1,0,1,0,2,0,0,1,1,0,2,0,0,2,0,3,1,1,1,1,0,0,0,0,4,44,1,0,0,0,12,0,0,1,0,17,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1438,1,0,0,0,0,0.062636881,0.072711345,0,0,0,0,0,0.15,0,0,3,1,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,0,/talks/joseph-b-wirthlin_live-thanksgiving-daily/,3,1,0,0,0,9,0.53,0,1,1,2.468108108,2,0,0,0,2,5,18,0,0,0,0,1,0,0,1,3,0,42.921,1,1,3,4566,1403,3,0,0,0,0
0,1,0,2,22,1,1,1,1,0,0,1,11,2,0,0,2,5,4,1,0,3,1,0,0,0,1,14,6,0,35,0,0,2,0,0,0,1,0,1,0,3,3,1,0,6,0,3,0,0,1,0,1,2,1,2,1,2,0,1,2,0,0,10,2,0,1,0,0,38,5.61,0,0,3,4,Male,0,3,24,6,4,2,1,2,3,0,3,0,4,0,3,2,1,4,0,0,0,0,0,3,1,6,3,1,2,4,1,0,2,7,3,13,2,0,0,0,5,0,1,1,0,12,0,0,0,0,0,1,0,6,3,0,8,2,2,1,0,674,4,0,0,0,0,0.182468366,0.145607922,0,0,0,0,1,0.14,0,0,5,3,0,0,2,2,0,0,23,1,0,1,2,1,2,1,2,0,0,3,5,5,0,8,0,2,1,3,2,1,0,0,9,0,/talks/joseph-b-wirthlin_lords-side/,7,0,0,5,0,16,0.51,0,3,0,2.257971014,1,0,0,0,0,9,8,0,2,0,1,5,2,0,2,1,2,101.769,0,2,5,5453,1723,2,0,1,0,0
1,1,0,0,26,0,0,0,0,0,0,0,11,0,0,2,1,4,14,2,1,4,0,0,3,1,0,2,1,0,11,0,0,8,0,0,1,0,0,0,0,1,18,0,0,3,1,4,0,1,0,0,2,0,0,1,0,1,7,1,0,0,0,6,2,0,0,0,0,49,6,0,6,0,1,Male,0,5,31,5,0,0,0,1,1,1,2,0,0,2,1,2,0,0,1,0,0,0,0,0,4,6,1,1,1,0,0,0,7,1,1,20,4,0,0,0,11,1,1,0,0,9,0,0,0,0,0,0,1,0,7,1,1,2,0,0,0,866,0,1,0,0,0,0.24074964,0.114127823,0,1,0,0,1,0.18,0,0,0,2,0,0,1,0,0,0,5,2,6,0,0,2,3,0,1,0,1,0,11,0,0,3,0,1,1,1,1,0,0,1,6,0,/talks/joseph-b-wirthlin_righteous-hearts/,7,0,0,0,0,15,0.5,0,0,0,0.4162,3,0,2,1,4,3,9,0,1,0,0,7,4,0,1,2,2,213.556,2,4,4,4162,1399,1,0,1,1,0
0,0,0,0,24,0,0,0,0,2,1,0,4,0,0,3,2,3,7,1,1,0,0,0,1,1,0,5,0,0,18,0,0,13,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,5,0,1,0,0,0,0,0,12,0,1,0,0,1,2,1,0,0,0,0,40,4.43,0,3,0,1,Male,4,6,26,8,0,1,0,0,1,0,4,0,1,2,2,1,0,4,1,0,0,0,0,1,0,9,2,3,2,3,1,0,4,1,2,48,26,0,0,0,44,0,0,0,0,34,1,0,2,0,1,0,1,0,13,0,0,0,1,1,0,519,0,0,0,0,0,0.158013153,0.179820007,0,0,0,0,1,0.21,0,0,4,6,0,0,1,0,0,0,6,8,0,0,0,2,0,1,3,2,1,0,1,0,0,1,2,0,0,0,5,0,0,1,2,0,/talks/joseph-b-wirthlin_two-guiding-lights/,5,0,0,0,0,12,0.52,0,0,1,3.202882483,2,0,1,0,2,9,16,0,0,0,0,4,2,0,0,0,0,90.741,1,3,21,5778,1571,10,0,1,0,1
1,0,0,0,25,0,0,0,0,5,0,1,0,1,0,0,0,3,8,6,0,1,0,1,0,4,0,1,7,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,1,1,0,0,3,0,0,38,7.95,0,0,0,2,Male,3,11,7,3,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,1,0,3,1,1,0,12,0,0,20,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,1,0,0,14,0,1,1,1,1,0,593,1,0,0,0,0,0.020931326,0.044920038,12,0,0,0,0,0.21,0,1,1,3,0,0,0,0,0,0,1,0,2,0,0,2,2,4,2,3,4,0,2,0,1,0,0,0,2,0,1,0,0,0,6,0,/talks/joseph-d-parry_christian-perfectly/,0,0,0,0,0,11,0.54,1,2,0,3.121879589,1,3,0,3,0,5,8,1,0,0,0,2,0,0,0,0,1,178.087,0,0,2,4252,1226,4,0,0,0,0
0,0,0,3,15,1,4,0,0,0,0,2,7,1,2,2,0,5,4,0,0,2,0,2,1,0,0,3,0,0,6,0,0,2,0,0,0,1,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,1,6,2,0,0,0,0,46,5.21,0,0,0,1,Male,6,6,8,7,0,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,0,2,0,1,5,0,1,2,0,0,0,3,3,2,11,2,1,0,2,0,0,0,1,18,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1815,1,0,0,0,0,0.099372099,0.084084084,0,0,0,0,1,0.16,0,0,2,3,0,0,0,2,0,0,2,32,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,4,0,0,3,0,0,0,1,0,/talks/joseph-fielding-mcconkie_finding-answers/,8,0,0,0,0,4,0.5,0,0,0,2.34657271,4,0,1,0,1,5,4,0,0,0,1,1,6,0,0,1,0,75.674,6,1,1,3663,1037,0,0,0,0,0
2,0,0,0,1,30,0,0,0,0,0,0,12,3,0,1,4,3,0,0,0,2,0,0,1,0,0,1,5,0,4,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,49,3,0,0,0,0,111,9.91,0,0,12,1,Male,6,5,14,0,1,1,1,0,2,0,0,0,8,0,1,0,1,7,0,0,0,0,2,5,0,2,0,0,2,0,1,0,7,2,1,23,1,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,120,1,0,0,0,0,0.003444084,0.068273906,1,0,0,0,0,0.18,6,0,1,0,0,0,0,0,0,2,0,2,1,25,26,2,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,5,0,/talks/joseph-lieberman_faith-and-the-public-square/,8,0,0,0,0,16,0.43,0,0,0,2.003246753,0,0,0,0,0,4,10,0,1,0,0,2,3,2,11,0,0,38.118,0,1,4,4936,1254,9,0,5,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17,6.39,0,0,0,1,Male,0,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,161,0,0,0,0,0,0,0.018823529,0,0,0,0,0,0.27,0,0,0,0,0,1,2,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,/talks/joseph-r-nance_simple-truths/,0,0,0,0,0,1,0.52,3,0,0,2.920962199,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,60,0,0,0,850,387,1,0,0,0,0
0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,0,0,16,4,0,0,1,0,0,1,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,11,7,0,2,0,0,142,6.78,0,0,0,8,Female,4,18,5,0,0,0,0,1,2,2,2,0,0,0,2,4,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,1,2,21,3,0,5,1,3,0,0,0,0,5,0,1,3,1,0,0,1,1,4,0,0,0,1,0,0,1207,2,0,4,0,0,0.017152342,0.061969753,7,4,0,0,0,0.13,0,6,5,1,1,0,0,4,0,1,1,9,0,0,0,4,1,1,4,0,0,0,2,0,1,0,0,0,0,1,4,0,0,0,1,0,/talks/julene-butler_see-as-we-are-seen/,5,0,0,0,0,17,0.51,0,0,3,2.876392573,2,0,0,0,1,9,19,0,0,3,0,0,10,0,1,0,0,238.095,1,0,0,5422,1532,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,41,6.78,0,0,0,3,Female,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0.026255708,0.021689498,0,1,2,0,0,0.18,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/talks/julianne-long_the-world-at-our-doorstep/,0,0,0,0,0,3,0.48,0,0,0,2.670731707,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2.286,0,0,1,876,408,0,0,0,0,0
15,1,0,1,7,2,0,0,0,1,0,0,7,0,0,2,0,30,2,1,1,0,0,3,0,1,0,6,0,0,16,0,0,0,1,0,0,0,0,0,0,0,10,0,0,3,1,11,0,2,0,0,0,3,3,8,0,0,1,0,2,0,1,7,32,11,0,0,0,71,6.78,0,1,1,18,Female,2,5,4,30,1,0,1,9,15,0,4,0,12,1,12,1,2,10,0,0,0,0,0,3,0,7,1,1,5,4,0,0,0,5,6,24,1,0,2,0,12,39,0,1,0,29,0,0,25,0,0,0,0,0,0,0,0,1,1,1,0,2943,3,0,1,0,0,0.070764943,0.069835862,4,0,0,0,2,0.25,0,1,0,4,0,2,5,9,1,4,7,4,2,1,0,3,1,6,3,0,0,0,14,0,1,0,0,0,1,0,2,0,0,0,11,0,/talks/julie-b-beck_unlocking-door-blessings-abraham/,18,0,0,0,0,3,0.53,0,1,3,2.436981132,2,1,31,1,8,3,9,1,2,0,0,3,5,0,1,0,0,0.824,3,0,16,6458,1439,24,0,0,10,2
0,0,0,0,15,0,1,0,1,0,0,5,25,1,0,1,0,9,2,2,1,1,7,0,0,2,0,8,0,0,40,2,0,3,0,0,1,0,0,0,0,0,7,0,0,9,1,0,0,4,0,0,3,1,0,1,0,3,0,1,1,0,1,9,13,1,1,1,0,22,6.01,0,0,0,0,Female,1,3,19,3,2,0,0,0,0,1,7,0,7,0,21,0,2,2,0,0,1,0,0,7,0,10,12,2,3,0,1,1,1,11,4,12,0,0,0,0,6,1,0,1,2,17,0,0,8,0,1,0,0,0,3,0,0,1,2,1,8,5350,0,1,0,0,0,0.121319797,0.210998308,4,0,0,0,1,0.18,0,2,1,1,0,1,3,32,1,1,4,0,0,0,0,1,0,9,3,0,5,0,5,0,2,3,0,3,10,0,2,0,1,0,10,0,/talks/julie-b-beck_why-we-are-organized-into-quorums-and-relief-societies/,6,0,0,0,1,18,0.52,2,1,2,3.128639492,22,0,3,0,3,2,8,1,0,0,1,0,6,1,0,0,0,238.05,2,0,10,5910,1530,29,0,0,0,1
